tarball,beamid,datafile,site,obs_start,mjd,tun1_freq,tun2_freq,target,duration,start_time,ra,dec,mode,lst,obs_end,sess_dur
 DD002_9097.tgz,1, 059883_004855620, LWASV, 2022/10/31 10:05:51.000000 UTC,59883,63.30000001,78, FRB-DETECTION-#2022-10-31-10:05:24.453330UTC_DM212.3_8fb56d2abdf, 0:08:20, 2022/10/31 10:05:51.000000 UTC,4.727807,27.828503, TRK_RADEC, 5:37:04.64, 2022/10/31 10:14:11.000000 UTC, 0:08:20 
 DD002_9098.tgz,1, 059891_004935437, LWASV, 2022/11/08 13:03:11.000000 UTC,59891,63.30000001,78, FRB-DETECTION-#2022-11-08-13:02:44.225548UTC_DM337.7_a91cee4ca16, 0:13:10, 2022/11/08 13:03:11.000000 UTC,8.215529,62.308853, TRK_RADEC, 9:06:26.19, 2022/11/08 13:16:21.000000 UTC, 0:13:10 
 DD002_9099.tgz,1, 059892_004941578, LWASV, 2022/11/09 03:45:54.000000 UTC,59892,63.30000001,78, FRB-DETECTION-#2022-11-09-03:45:23.901230UTC_DM220.8_f8652f848b6, 0:08:40, 2022/11/09 03:45:54.000000 UTC,22.985126,48.799862, TRK_RADEC, 23:51:34.20, 2022/11/09 03:54:34.000000 UTC, 0:08:40 
 DD002_9100.tgz,1, 059893_004956481, LWASV, 2022/11/10 16:51:53.000000 UTC,59893,63.30000001,78, FRB-DETECTION-#2022-11-10-16:51:27.697915UTC_DM57.0_f06bed308b6d, 0:02:20, 2022/11/10 16:51:53.000000 UTC,12.020019,70.354897, TRK_RADEC, 13:03:38.88, 2022/11/10 16:54:13.000000 UTC, 0:02:20 
 DD002_9107.tgz,1, 059921_005231218, LWASV, 2022/12/08 11:22:58.000000 UTC,59921,63.30000001,78, FRB-DETECTION-#2022-12-08-11:22:31.781734UTC_DM302.9_a1a49268a0c, 0:11:50, 2022/12/08 11:22:58.000000 UTC,8.624057,79.879829, TRK_RADEC, 9:24:13.47, 2022/12/08 11:34:48.000000 UTC, 0:11:50 
 DD002_9108.tgz,1, 059922_005243011, LWASV, 2022/12/09 15:34:07.000000 UTC,59922,63.30000001,78, FRB-DETECTION-#2022-12-09-15:33:40.918876UTC_DM398.3_e1356e74bd7, 0:15:40, 2022/12/09 15:34:07.000000 UTC,12.653351,78.587914, TRK_RADEC, 13:40:00.29, 2022/12/09 15:49:47.000000 UTC, 0:15:40 
 DD002_9109.tgz,1, 059922_005245358, LWASV, 2022/12/09 21:26:47.000000 UTC,59922,63.30000001,78, FRB-DETECTION-#2022-12-09-21:26:20.162816UTC_DM273.4_25b5dfe4a0c, 0:10:50, 2022/12/09 21:26:47.000000 UTC,18.65167,52.506435, TRK_RADEC, 19:33:38.23, 2022/12/09 21:37:37.000000 UTC, 0:10:50 
 DD002_9110.tgz,1, 059926_005275072, LWASV, 2022/12/13 00:21:17.000000 UTC,59926,63.30000001,78, FRB-DETECTION-#2022-12-13-00:20:51.502328UTC_DM327.9_05790f5a872, 0:12:50, 2022/12/13 00:21:17.000000 UTC,21.75313,30.914614, TRK_RADEC, 22:40:26.58, 2022/12/13 00:34:07.000000 UTC, 0:12:50 
 DD002_9111.tgz,1, 059926_005276320, LWASV, 2022/12/13 03:27:50.000000 UTC,59926,63.30000001,78, FRB-DETECTION-#2022-12-13-03:27:24.647424UTC_DM352.2_159527b0bd3, 0:13:50, 2022/12/13 03:27:50.000000 UTC,0.869492,52.666084, TRK_RADEC, 1:47:30.23, 2022/12/13 03:41:40.000000 UTC, 0:13:50 
 DD002_9112.tgz,1, 059928_005300581, LWASV, 2022/12/15 15:43:48.000000 UTC,59928,63.30000001,78, FRB-DETECTION-#2022-12-15-15:43:22.676428UTC_DM271.3_3a57ab86b8a, 0:10:40, 2022/12/15 15:43:48.000000 UTC,13.245274,59.018364, TRK_RADEC, 14:13:22.24, 2022/12/15 15:54:28.000000 UTC, 0:10:40 
 DD002_9113.tgz,1, 059931_005325737, LWASV, 2022/12/18 06:55:21.000000 UTC,59931,63.30000001,78, FRB-DETECTION-#2022-12-18-06:54:52.162375UTC_DM371.6_e5846d38b6f, 0:14:30, 2022/12/18 06:55:21.000000 UTC,4.711177,21.01259, TRK_RADEC, 5:35:18.09, 2022/12/18 07:09:51.000000 UTC, 0:14:30 
 DD002_9114.tgz,1, 059931_005327374, LWASV, 2022/12/18 10:58:29.000000 UTC,59931,63.30000001,78, FRB-DETECTION-#2022-12-18-10:57:59.437888UTC_DM57.0_dcc2dd52afc5, 0:02:20, 2022/12/18 10:58:29.000000 UTC,8.691126,36.308456, TRK_RADEC, 9:39:06.03, 2022/12/18 11:00:49.000000 UTC, 0:02:20 
 DD002_9115.tgz,1, 059932_005337313, LWASV, 2022/12/19 11:34:35.000000 UTC,59932,63.30000001,78, FRB-DETECTION-#2022-12-19-11:34:09.029778UTC_DM57.0_131dc01e9b8c, 0:02:20, 2022/12/19 11:34:35.000000 UTC,9.367536,42.028912, TRK_RADEC, 10:19:14.51, 2022/12/19 11:36:55.000000 UTC, 0:02:20 
 DD002_9116.tgz,1, 059935_005367006, LWASV, 2022/12/22 13:53:23.000000 UTC,59935,63.30000001,78, FRB-DETECTION-#2022-12-22-13:52:58.422574UTC_DM57.0_f648ff468015, 0:02:20, 2022/12/22 13:53:23.000000 UTC,11.888434,67.586769, TRK_RADEC, 12:50:15.00, 2022/12/22 13:55:43.000000 UTC, 0:02:20 
 DD002_9117.tgz,1, 059936_005371427, LWASV, 2022/12/23 00:55:25.000000 UTC,59936,63.30000001,78, FRB-DETECTION-#2022-12-23-00:54:59.789555UTC_DM220.8_72725ba693c, 0:08:40, 2022/12/23 00:55:25.000000 UTC,22.987665,48.798664, TRK_RADEC, 23:54:05.76, 2022/12/23 01:04:05.000000 UTC, 0:08:40 
 DD002_9118.tgz,1, 059936_005379443, LWASV, 2022/12/23 21:06:41.000000 UTC,59936,63.30000001,78, FRB-DETECTION-#2022-12-23-21:06:13.003361UTC_DM378.1_a89b7e169c4, 0:14:50, 2022/12/23 21:06:41.000000 UTC,19.207083,37.160385, TRK_RADEC, 20:08:40.75, 2022/12/23 21:21:31.000000 UTC, 0:14:50 
 DD002_9119.tgz,1, 059943_005441489, LWASV, 2022/12/30 00:27:31.000000 UTC,59943,63.30000001,78, FRB-DETECTION-#2022-12-30-00:27:05.814973UTC_DM220.8_b5c45e5ab35, 0:08:40, 2022/12/30 00:27:31.000000 UTC,22.981642,48.797218, TRK_RADEC, 23:53:43.10, 2022/12/30 00:36:11.000000 UTC, 0:08:40 
 DD002_9120.tgz,1, 059943_005446639, LWASV, 2022/12/30 13:20:57.000000 UTC,59943,63.30000001,78, FRB-DETECTION-#2022-12-30-13:20:31.791040UTC_DM56.2_c1cb4300a4c2, 0:02:20, 2022/12/30 13:20:57.000000 UTC,11.871677,67.574654, TRK_RADEC, 12:49:16.15, 2022/12/30 13:23:17.000000 UTC, 0:02:20 
 DD002_9121.tgz,1, 059943_005446693, LWASV, 2022/12/30 13:28:56.000000 UTC,59943,63.30000001,78, FRB-DETECTION-#2022-12-30-13:28:30.759585UTC_DM57.0_df6459968ee4, 0:02:20, 2022/12/30 13:28:56.000000 UTC,12.098004,69.208649, TRK_RADEC, 12:57:16.47, 2022/12/30 13:31:16.000000 UTC, 0:02:20 
 DD002_9122.tgz,1, 059944_005451239, LWASV, 2022/12/31 00:49:38.000000 UTC,59944,63.30000001,78, FRB-DETECTION-#2022-12-31-00:49:10.228395UTC_DM222.4_f6be82b0b08, 0:08:50, 2022/12/31 00:49:38.000000 UTC,23.497662,48.802502, TRK_RADEC, 0:19:50.29, 2022/12/31 00:58:28.000000 UTC, 0:08:50 
 DD002_9123.tgz,1, 059944_005457345, LWASV, 2022/12/31 16:13:27.000000 UTC,59944,63.30000001,78, FRB-DETECTION-#2022-12-31-16:13:01.502563UTC_DM181.6_053c9c60b8f, 0:07:10, 2022/12/31 16:13:27.000000 UTC,14.86142,46.306438, TRK_RADEC, 15:46:11.04, 2022/12/31 16:20:37.000000 UTC, 0:07:10 
 DD002_9124.tgz,1, 059971_005714243, LWASV, 2023/01/27 08:59:56.000000 UTC,59971,63.30000001,78, FRB-DETECTION-#2023-01-27-08:59:27.028979UTC_DM391.0_eede947cab4, 0:15:19, 2023/01/27 08:59:56.000000 UTC,9.414808,50.572838, TRK_RADEC, 10:17:55.90, 2023/01/27 09:15:15.000000 UTC, 0:15:19 
 DD002_9126.tgz,1, 059998_005977504, LWASV, 2023/02/23 05:03:14.000000 UTC,59998,63.30000001,78, FRB-DETECTION-#2023-02-23-05:02:40.104355UTC_DM218.8_53a81d129b4, 0:08:35, 2023/02/23 05:03:14.000000 UTC,7.207483,26.259462, TRK_RADEC, 8:07:02.02, 2023/02/23 05:11:49.000000 UTC, 0:08:35 
 DD002_9127.tgz,1, 059999_005994305, LWASV, 2023/02/24 21:15:23.000000 UTC,59999,63.30000001,78, FRB-DETECTION-#2023-02-24-21:14:53.948631UTC_DM337.7_5003607088d, 0:13:10, 2023/02/24 21:15:23.000000 UTC,23.568199,11.799628, TRK_RADEC, 0:25:47.27, 2023/02/24 21:28:33.000000 UTC, 0:13:10 
