tarball,beamid,datafile,site,obs_start,mjd,tun1_freq,tun2_freq,target,duration,start_time,ra,dec,mode,lst,obs_end,sess_dur
 DD002_8096.tgz,3, 059883_005790627, LWA1, 2022/10/31 10:05:52.000000 UTC,59883,63.30000001,78, FRB-DETECTION-#2022-10-31-10:05:24.453330UTC_DM212.3_8fb56d2abdf, 0:08:20, 2022/10/31 10:05:52.000000 UTC,4.727807,27.828503, TRK_RADEC, 5:34:07.43, 2022/10/31 10:14:12.000000 UTC, 0:08:20 
 DD002_8097.tgz,3, 059891_005880370, LWA1, 2022/11/08 13:03:12.000000 UTC,59891,63.30000001,78, FRB-DETECTION-#2022-11-08-13:02:44.225548UTC_DM337.7_a91cee4ca16, 0:13:10, 2022/11/08 13:03:12.000000 UTC,8.215529,62.308853, TRK_RADEC, 9:03:28.98, 2022/11/08 13:16:22.000000 UTC, 0:13:10 
 DD002_8098.tgz,3, 059892_005887228, LWA1, 2022/11/09 03:45:55.000000 UTC,59892,63.30000001,78, FRB-DETECTION-#2022-11-09-03:45:23.901230UTC_DM220.8_f8652f848b6, 0:08:40, 2022/11/09 03:45:55.000000 UTC,22.985126,48.799862, TRK_RADEC, 23:48:36.99, 2022/11/09 03:54:35.000000 UTC, 0:08:40 
 DD002_8099.tgz,4, 059893_005905007, LWA1, 2022/11/10 16:51:54.000000 UTC,59893,63.30000001,78, FRB-DETECTION-#2022-11-10-16:51:27.697915UTC_DM57.0_f06bed308b6d, 0:02:20, 2022/11/10 16:51:54.000000 UTC,12.020019,70.354897, TRK_RADEC, 13:00:41.67, 2022/11/10 16:54:14.000000 UTC, 0:02:20 
 DD002_8101.tgz,3, 059921_006215054, LWA1, 2022/12/08 11:22:59.000000 UTC,59921,63.30000001,78, FRB-DETECTION-#2022-12-08-11:22:31.781734UTC_DM302.9_a1a49268a0c, 0:11:50, 2022/12/08 11:22:59.000000 UTC,8.624057,79.879829, TRK_RADEC, 9:21:16.26, 2022/12/08 11:34:49.000000 UTC, 0:11:50 
 DD002_8102.tgz,3, 059922_006229214, LWA1, 2022/12/09 15:34:07.000000 UTC,59922,63.30000001,78, FRB-DETECTION-#2022-12-09-15:33:40.918876UTC_DM398.3_e1356e74bd7, 0:15:40, 2022/12/09 15:34:07.000000 UTC,12.653351,78.587914, TRK_RADEC, 13:37:02.08, 2022/12/09 15:49:47.000000 UTC, 0:15:40 
 DD002_8103.tgz,3, 059922_006232657, LWA1, 2022/12/09 21:26:48.000000 UTC,59922,63.30000001,78, FRB-DETECTION-#2022-12-09-21:26:20.162816UTC_DM273.4_25b5dfe4a0c, 0:10:50, 2022/12/09 21:26:48.000000 UTC,18.65167,52.506435, TRK_RADEC, 19:30:41.01, 2022/12/09 21:37:38.000000 UTC, 0:10:50 
 DD002_8106.tgz,3, 059926_006272092, LWA1, 2022/12/13 00:21:18.000000 UTC,59926,63.30000001,78, FRB-DETECTION-#2022-12-13-00:20:51.502328UTC_DM327.9_05790f5a872, 0:12:50, 2022/12/13 00:21:18.000000 UTC,21.75313,30.914614, TRK_RADEC, 22:37:29.37, 2022/12/13 00:34:08.000000 UTC, 0:12:50 
 DD002_8107.tgz,3, 059926_006273559, LWA1, 2022/12/13 03:27:51.000000 UTC,59926,63.30000001,78, FRB-DETECTION-#2022-12-13-03:27:24.647424UTC_DM352.2_159527b0bd3, 0:13:50, 2022/12/13 03:27:51.000000 UTC,0.869492,52.666084, TRK_RADEC, 1:44:33.01, 2022/12/13 03:41:41.000000 UTC, 0:13:50 
 DD002_8110.tgz,3, 059928_006302251, LWA1, 2022/12/15 15:43:49.000000 UTC,59928,63.30000001,78, FRB-DETECTION-#2022-12-15-15:43:22.676428UTC_DM271.3_3a57ab86b8a, 0:10:40, 2022/12/15 15:43:49.000000 UTC,13.245274,59.018364, TRK_RADEC, 14:10:25.02, 2022/12/15 15:54:29.000000 UTC, 0:10:40 
 DD002_8111.tgz,3, 059931_006332090, LWA1, 2022/12/18 06:55:22.000000 UTC,59931,63.30000001,78, FRB-DETECTION-#2022-12-18-06:54:52.162375UTC_DM371.6_e5846d38b6f, 0:14:30, 2022/12/18 06:55:22.000000 UTC,4.711177,21.01259, TRK_RADEC, 5:32:20.87, 2022/12/18 07:09:52.000000 UTC, 0:14:30 
 DD002_8112.tgz,3, 059931_006333956, LWA1, 2022/12/18 10:58:30.000000 UTC,59931,63.30000001,78, FRB-DETECTION-#2022-12-18-10:57:59.437888UTC_DM57.0_dcc2dd52afc5, 0:02:20, 2022/12/18 10:58:30.000000 UTC,8.691126,36.308456, TRK_RADEC, 9:36:08.81, 2022/12/18 11:00:50.000000 UTC, 0:02:20 
 DD002_8113.tgz,3, 059932_006345366, LWA1, 2022/12/19 11:34:36.000000 UTC,59932,63.30000001,78, FRB-DETECTION-#2022-12-19-11:34:09.029778UTC_DM57.0_131dc01e9b8c, 0:02:20, 2022/12/19 11:34:36.000000 UTC,9.367536,42.028912, TRK_RADEC, 10:16:17.30, 2022/12/19 11:36:56.000000 UTC, 0:02:20 
 DD002_8114.tgz,3, 059935_006380344, LWA1, 2022/12/22 13:53:23.000000 UTC,59935,63.30000001,78, FRB-DETECTION-#2022-12-22-13:52:58.422574UTC_DM57.0_f648ff468015, 0:02:20, 2022/12/22 13:53:23.000000 UTC,11.888434,67.586769, TRK_RADEC, 12:47:16.78, 2022/12/22 13:55:43.000000 UTC, 0:02:20 
 DD002_8115.tgz,3, 059936_006385600, LWA1, 2022/12/23 00:55:26.000000 UTC,59936,63.30000001,78, FRB-DETECTION-#2022-12-23-00:54:59.789555UTC_DM220.8_72725ba693c, 0:08:40, 2022/12/23 00:55:26.000000 UTC,22.987665,48.798664, TRK_RADEC, 23:51:08.55, 2022/12/23 01:04:06.000000 UTC, 0:08:40 
 DD002_8116.tgz,4, 059936_006395761, LWA1, 2022/12/23 21:06:42.000000 UTC,59936,63.30000001,78, FRB-DETECTION-#2022-12-23-21:06:13.003361UTC_DM378.1_a89b7e169c4, 0:14:50, 2022/12/23 21:06:42.000000 UTC,19.207083,37.160385, TRK_RADEC, 20:05:43.54, 2022/12/23 21:21:32.000000 UTC, 0:14:50 
 DD002_8117.tgz,3, 059943_006467693, LWA1, 2022/12/30 00:27:32.000000 UTC,59943,63.30000001,78, FRB-DETECTION-#2022-12-30-00:27:05.814973UTC_DM220.8_b5c45e5ab35, 0:08:40, 2022/12/30 00:27:32.000000 UTC,22.981642,48.797218, TRK_RADEC, 23:50:45.89, 2022/12/30 00:36:12.000000 UTC, 0:08:40 
 DD002_8118.tgz,3, 059943_006473577, LWA1, 2022/12/30 13:20:58.000000 UTC,59943,63.30000001,78, FRB-DETECTION-#2022-12-30-13:20:31.791040UTC_DM56.2_c1cb4300a4c2, 0:02:20, 2022/12/30 13:20:58.000000 UTC,11.871677,67.574654, TRK_RADEC, 12:46:18.94, 2022/12/30 13:23:18.000000 UTC, 0:02:20 
 DD002_8119.tgz,3, 059943_006473666, LWA1, 2022/12/30 13:28:57.000000 UTC,59943,63.30000001,78, FRB-DETECTION-#2022-12-30-13:28:30.759585UTC_DM57.0_df6459968ee4, 0:02:20, 2022/12/30 13:28:57.000000 UTC,12.098004,69.208649, TRK_RADEC, 12:54:19.25, 2022/12/30 13:31:17.000000 UTC, 0:02:20 
 DD002_8120.tgz,3, 059944_006478844, LWA1, 2022/12/31 00:49:39.000000 UTC,59944,63.30000001,78, FRB-DETECTION-#2022-12-31-00:49:10.228395UTC_DM222.4_f6be82b0b08, 0:08:50, 2022/12/31 00:49:39.000000 UTC,23.497662,48.802502, TRK_RADEC, 0:16:53.07, 2022/12/31 00:58:29.000000 UTC, 0:08:50 
 DD002_8121.tgz,3, 059944_006485932, LWA1, 2022/12/31 16:13:28.000000 UTC,59944,63.30000001,78, FRB-DETECTION-#2022-12-31-16:13:01.502563UTC_DM181.6_053c9c60b8f, 0:07:10, 2022/12/31 16:13:28.000000 UTC,14.86142,46.306438, TRK_RADEC, 15:43:13.83, 2022/12/31 16:20:38.000000 UTC, 0:07:10 
 DD002_8123.tgz,3, 059971_006789904, LWA1, 2023/01/27 08:59:57.000000 UTC,59971,63.30000001,78, FRB-DETECTION-#2023-01-27-08:59:27.028979UTC_DM391.0_eede947cab4, 0:15:19, 2023/01/27 08:59:57.000000 UTC,9.414808,50.572838, TRK_RADEC, 10:14:58.69, 2023/01/27 09:15:16.000000 UTC, 0:15:19 
 DD002_8124.tgz,3, 059998_007068152, LWA1, 2023/02/23 05:03:10.000000 UTC,59998,63.30000001,78, FRB-DETECTION-#2023-02-23-05:02:40.104355UTC_DM218.8_53a81d129b4, 0:08:40, 2023/02/23 05:03:10.000000 UTC,7.207483,26.259462, TRK_RADEC, 8:03:59.80, 2023/02/23 05:11:50.000000 UTC, 0:08:40 
 DD002_8126.tgz,3, 059999_007086506, LWA1, 2023/02/24 21:15:24.000000 UTC,59999,63.30000001,78, FRB-DETECTION-#2023-02-24-21:14:53.948631UTC_DM337.7_5003607088d, 0:13:10, 2023/02/24 21:15:24.000000 UTC,23.568199,11.799628, TRK_RADEC, 0:22:50.06, 2023/02/24 21:28:34.000000 UTC, 0:13:10 
